,approved,approved_date,artist,audio_unavailable,beatmap_id,beatmapset_id,bpm,count_normal,count_slider,count_spinner,creator,creator_id,diff_aim,diff_approach,diff_drain,diff_overall,diff_size,diff_speed,difficultyrating,download_unavailable,favourite_count,file_md5,genre_id,hit_length,language_id,last_update,max_combo,mode,passcount,playcount,rating,source,submit_date,tags,title,total_length,version
20,1,2019-07-13 11:40:02,siromaru + cranky,0,1956592,936126,160,153,188,3,Icekalt,5410645,1.76824,7.8,5,6,3.3,1.78593,3.56302,0,84,a3323c2594301c7ead6d70fc41f4b18a,10,126,1,2019-07-05 15:11:55,568,0,4779,19674,8.94419,osu!,2019-03-06 22:29:37,ataraxia mappers guild mpg electronic pico video game sound voltex iii gravity wars bms arcaea,conflict,146,Hard
21,1,2019-07-13 11:40:02,siromaru + cranky,0,1970659,936126,160,327,258,0,Icekalt,5410645,2.40685,8.8,5.6,7,4,2.23979,4.73018,0,84,9212ba7454ff7e6109914771d3131f64,10,128,1,2019-07-05 15:11:55,873,0,1746,29070,8.94419,osu!,2019-03-06 22:29:37,ataraxia mappers guild mpg electronic pico video game sound voltex iii gravity wars bms arcaea,conflict,148,Insane
22,1,2019-07-13 11:40:02,siromaru + cranky,0,1955676,936126,160,457,293,0,Icekalt,5410645,3.13106,9.4,5,8.6,3.8,2.9135,6.15334,0,84,eef1be6d2ccabf449f3cab6ea07c6c4d,10,140,1,2019-07-05 15:11:55,1067,0,1656,32373,8.94419,osu!,2019-03-06 22:29:37,ataraxia mappers guild mpg electronic pico video game sound voltex iii gravity wars bms arcaea,conflict,148,Encounter
23,1,2018-10-16 00:20:10,Cranky,0,1772896,847764,163,113,129,4,PandaHero,1233255,0.842169,3,2,2,3,0.747724,1.63712,0,66,87a299cd2a1ab0f061f8db5690fb1834,6,226,5,2018-10-10 20:09:29,500,0,1701,4365,9.23462,,2018-09-12 11:24:45,niva nivalis mirash mappers' guild featured artist osu! record4 mood hiroshi watanabe feline groove,Crocus,247,Easy
24,1,2018-10-16 00:20:10,Cranky,0,1772899,847764,163,177,185,4,PandaHero,1233255,1.07378,5,4,4,3.5,1.01898,2.12017,0,66,445c7480072a8e54bda4acb4a30de426,6,228,5,2018-10-10 20:09:29,644,0,2556,6759,9.23462,,2018-09-12 11:24:45,niva nivalis mirash mappers' guild featured artist osu! record4 mood hiroshi watanabe feline groove,Crocus,247,Normal
25,1,2018-10-16 00:20:10,Cranky,0,1772898,847764,163,327,300,1,PandaHero,1233255,1.62536,8,5,7,4,1.74495,3.4301,0,66,a6be6f4c50d921a0c0d5cfcdcf789fa7,6,214,5,2018-10-10 20:09:29,978,0,3474,12474,9.23462,,2018-09-12 11:24:45,niva nivalis mirash mappers' guild featured artist osu! record4 mood hiroshi watanabe feline groove,Crocus,239,Mirash's Hard
26,1,2018-10-16 00:20:10,Cranky,0,1772895,847764,163,526,293,4,PandaHero,1233255,2.29436,9,6,8,4,2.0053,4.44419,0,66,1f700abfa12f8676911e106bd37bebda,6,226,5,2018-10-10 20:09:29,1148,0,6246,30114,9.23462,,2018-09-12 11:24:45,niva nivalis mirash mappers' guild featured artist osu! record4 mood hiroshi watanabe feline groove,Crocus,247,Collab Insane
27,1,2018-10-16 00:20:10,Cranky,0,1772897,847764,163,766,252,4,PandaHero,1233255,2.86331,9.2,7,8,4.4,2.56755,5.57874,0,66,165cf83519f93fe8951ce03d049661dd,6,227,5,2018-10-10 20:09:29,1346,0,1854,29187,9.23462,,2018-09-12 11:24:45,niva nivalis mirash mappers' guild featured artist osu! record4 mood hiroshi watanabe feline groove,Crocus,247,Extra
28,1,2011-03-02 15:40:28,Cranky,0,43061,11219,145,156,55,3,Alace,25993,1.08563,4,4,3,3,1.07215,2.16452,0,27,be7de004b46386e2bf2f53aefa990f47,10,148,5,2011-02-21 08:31:20,346,0,3645,9146,8.82065,,2009-12-09 16:51:02,avira0922 Pangko,EVERGREEN,154,Normal
29,1,2011-03-02 15:40:28,Cranky,0,43060,11219,145,239,99,2,Alace,25993,1.65106,7,5,6,4,1.60691,3.28004,0,27,b09f52f36827534208c83b4322c66adc,10,147,5,2011-02-21 08:31:20,496,0,3817,14804,8.82065,,2009-12-09 16:51:02,avira0922 Pangko,EVERGREEN,154,Hyper
30,1,2011-03-02 15:40:28,Cranky,0,55092,11219,145,414,89,1,Alace,25993,1.96368,7,7,7,5,2.07528,4.09476,0,27,453c5d35ddd6e65049af410aae4354fe,10,147,5,2011-02-21 08:31:20,609,0,1867,16364,8.82065,,2009-12-09 16:51:02,avira0922 Pangko,EVERGREEN,154,Another
31,1,2011-03-02 15:40:28,Cranky,0,45282,11219,145,414,166,2,Alace,25993,2.32544,8,7,8,5,2.2531,4.61471,0,27,dad2ae945067cd6b66ebd72abcebdbc0,10,151,5,2011-02-21 08:31:20,796,0,2914,23394,8.82065,,2009-12-09 16:51:02,avira0922 Pangko,EVERGREEN,155,avira's MAX
32,1,2018-05-17 11:00:11,Cranky,0,1582592,751773,170,70,105,1,appleeaterx,2407160,0.945887,3,3,2,2.6,0.86433,1.851,0,87,b263d5a783c4940712b1581eb721b577,10,150,1,2018-05-07 08:19:18,424,0,2754,6660,8.96096,,2018-03-20 20:07:25,mao pishifat jounzan evilelvis hiroshi watanabe groove iv featured artist,"Feline, the White...",195,Mao's Easy
33,1,2018-05-17 11:00:11,Cranky,0,1582593,751773,170,138,163,0,appleeaterx,2407160,1.12308,5,4,3,3.3,1.09747,2.23335,0,87,e0583ec85e9739f1aa85a9f7f6b0e3a2,10,150,1,2018-05-07 08:19:18,522,0,3393,9513,8.96096,,2018-03-20 20:07:25,mao pishifat jounzan evilelvis hiroshi watanabe groove iv featured artist,"Feline, the White...",195,pishi's Normal
34,1,2018-05-17 11:00:11,Cranky,0,1582590,751773,170,185,247,1,appleeaterx,2407160,1.5301,7.8,5,6,3.8,1.68227,3.28845,0,87,a17d637e6d0f2e8f2b977a90ff2eb582,10,152,1,2018-05-07 08:19:18,780,0,6876,22140,8.96096,,2018-03-20 20:07:25,mao pishifat jounzan evilelvis hiroshi watanabe groove iv featured artist,"Feline, the White...",195,Hard
35,1,2018-05-17 11:00:11,Cranky,0,1582591,751773,170,335,263,1,appleeaterx,2407160,2.33039,9,7,7.5,4,2.2991,4.64514,0,87,fe1cc70e6ab59d85c69d567eb539d370,10,160,1,2018-05-07 08:19:18,1019,0,2961,27792,8.96096,,2018-03-20 20:07:25,mao pishifat jounzan evilelvis hiroshi watanabe groove iv featured artist,"Feline, the White...",195,Jounzan's Insane
36,1,2018-05-17 11:00:11,Cranky,0,1632945,751773,170,455,307,1,appleeaterx,2407160,2.6228,9.2,7,9,4,2.59192,5.23017,0,87,6b08ed5f11862e62fbb6e66d54ac412d,10,159,1,2018-05-07 08:19:18,1286,0,4095,39042,8.96096,,2018-03-20 20:07:25,mao pishifat jounzan evilelvis hiroshi watanabe groove iv featured artist,"Feline, the White...",196,Expert
37,1,2018-05-13 10:00:10,Cranky,0,1582580,751771,170,88,187,1,Mirash,2841009,0.875797,3,3,3,3,0.756106,1.69175,0,188,aeb028ab40af1918f4c20a571211f0c1,10,216,5,2018-05-05 06:10:34,587,0,2259,6858,9.30562,,2018-03-20 20:04:48,toybot jounzan evilelvis v2 featured artist osu! record5-speed hiroshi watanabe feline groove,Hanaarashi,239,Easy
38,1,2018-05-13 10:00:10,Cranky,0,1582582,751771,170,190,245,3,Mirash,2841009,1.10653,6,4,4,4,1.1188,2.23146,0,188,29cf6f5e85109d93e4a2788b8c87991b,10,216,5,2018-05-05 06:10:34,745,0,2790,10566,9.30562,,2018-03-20 20:04:48,toybot jounzan evilelvis v2 featured artist osu! record5-speed hiroshi watanabe feline groove,Hanaarashi,240,Normal
39,1,2018-05-13 10:00:10,Cranky,0,1582581,751771,170,419,394,0,Mirash,2841009,1.75782,8,5,7,4,1.88926,3.7128,0,188,85fd99ff344624ed1b8d4e646267c37a,10,226,5,2018-05-05 06:10:34,1280,0,4554,23265,9.30562,,2018-03-20 20:04:48,toybot jounzan evilelvis v2 featured artist osu! record5-speed hiroshi watanabe feline groove,Hanaarashi,240,Hard
40,1,2018-05-13 10:00:10,Cranky,0,1582583,751771,170,741,287,2,Mirash,2841009,2.41957,9,6,7,4,2.2643,4.76151,0,188,3bcb0696fe2bd19b17b7c877fe6ee272,10,229,5,2018-05-05 06:10:34,1374,0,9612,40995,9.30562,,2018-03-20 20:04:48,toybot jounzan evilelvis v2 featured artist osu! record5-speed hiroshi watanabe feline groove,Hanaarashi,240,toybot's Insane
41,1,2018-05-13 10:00:10,Cranky,0,1582579,751771,170,1127,162,0,Mirash,2841009,2.94846,9,7,8,4,2.83844,5.84191,0,188,0309d397b4bb1bf3a7a4aa06da7e45a8,10,226,5,2018-05-05 06:10:34,1458,0,1917,44406,9.30562,,2018-03-20 20:04:48,toybot jounzan evilelvis v2 featured artist osu! record5-speed hiroshi watanabe feline groove,Hanaarashi,240,Collab Extra
42,1,2019-08-28 13:40:01,Cranky,0,2110306,1008310,153,900,672,0,ScubDomino,8972308,2.83149,9.3,6,8,4,2.80883,5.65165,0,40,341845cfed34eea113053369f60e0919,10,318,5,2019-08-21 04:45:55,2302,0,792,13428,9.17778,osu!,2019-07-24 06:05:30,mapper's guild icekalt minusgrad hiroshi watanabe 渡辺洋 juliette hurel pico queen p.a.l. sound voltex sdvx iv heavenly haven rave-slave 2017 euro dance the bms of fighters 2009 revolutionary battles bof2009 chunithm vivid wave feline groove label bms teppei okada solo album rs2017 feln-0016,JULIAN,319,LA PROMESSE
43,1,2018-05-11 22:40:03,Cranky,0,1582987,751932,153,60,72,4,Milan-,1052994,0.935916,3,2,2,3,0.861262,1.83451,0,65,1ab4e1d3e2789d2143ae82dc3e64918e,10,141,2,2018-05-04 01:39:59,299,0,10512,21717,8.94152,,2018-03-21 04:36:49,featured artist piano 1/3 toybot karen melange de mariage,La fuite des jours,149,Easy
44,1,2018-05-11 22:40:03,Cranky,0,1582991,751932,153,79,125,1,Milan-,1052994,1.05048,5,3,4,3,1.04045,2.09595,0,65,0981e47fe44a909f30be9653c941b9d8,10,134,2,2018-05-04 01:39:59,406,0,9063,20097,8.94152,,2018-03-21 04:36:49,featured artist piano 1/3 toybot karen melange de mariage,La fuite des jours,149,toybot's Normal
45,1,2018-05-11 22:40:03,Cranky,0,1582990,751932,153,119,266,1,Milan-,1052994,1.94002,8,5,6,4,1.6233,3.72168,0,65,af76865d9d454f1d783bdcd5f98c2635,10,132,2,2018-05-04 01:39:59,746,0,3555,17397,8.94152,,2018-03-21 04:36:49,featured artist piano 1/3 toybot karen melange de mariage,La fuite des jours,149,Karen's Hard
46,1,2018-05-11 22:40:03,Cranky,0,1582989,751932,153,284,204,3,Milan-,1052994,2.03866,9,5,7,4,2.1547,4.25137,0,65,b6ae6b1f5217175c6ee88d84a84552ff,10,142,2,2018-05-04 01:39:59,761,0,4752,27567,8.94152,,2018-03-21 04:36:49,featured artist piano 1/3 toybot karen melange de mariage,La fuite des jours,149,Insane
