,beatmapset_id,beatmap_id,approved,total_length,hit_length,version,file_md5,diff_size,diff_overall,diff_approach,diff_drain,mode,count_normal,count_slider,count_spinner,submit_date,approved_date,last_update,artist,title,creator,creator_id,bpm,source,tags,genre_id,language_id,favourite_count,rating,download_unavailable,audio_unavailable,playcount,passcount,max_combo,diff_aim,diff_speed,difficultyrating
77,18465,65381,1,103,100,Hard,4758a2221df9c371d879b3eb24f0db42,4,8,8,8,0,184,94,3,2010-07-25 16:30:37,2012-02-12 21:19:21,2012-02-12 21:11:42,07th Expansion,Occultics no Majo,tieff,89619,145,Umineko no Naku Koro ni Chiru,,2,3,30,9.17524,0,0,79122,14691,478,1.8577765226364136,1.742825984954834,3.6580777168273926
78,14994,57661,1,137,104,Easy,a8c51cbbf32091e991018efd404ef7e9,3,1,1,2,0,24,42,3,2010-04-15 20:29:33,2010-05-22 13:09:27,2010-05-22 13:07:24,07th Expansion,rog-limitation,AngelHoney,104401,220,Umineko no Naku Koro ni,AHO,2,5,213,9.26123,0,0,86354,39793,147,0.5910962820053101,0.5302668809890747,1.1517778635025024
79,14994,57342,1,137,110,Normal,e2b2770981093325cd4efed86d4b7f1b,3,3,3,3,0,76,82,0,2010-04-15 20:29:33,2010-05-22 13:09:27,2010-05-22 13:07:24,07th Expansion,rog-limitation,AngelHoney,104401,220,Umineko no Naku Koro ni,AHO,2,5,213,9.26123,0,0,109879,45921,276,0.8644695281982422,0.8810360431671143,1.7537888288497925
80,14994,56954,1,136,115,Hard,d53f07884423c6ecd5986a949c9ddde4,4,7,7,5,0,141,214,1,2010-04-15 20:29:33,2010-05-22 13:09:27,2010-05-22 13:07:24,07th Expansion,rog-limitation,AngelHoney,104401,220,Umineko no Naku Koro ni,AHO,2,5,213,9.26123,0,0,298346,53643,655,1.5413371324539185,1.6643359661102295,3.2671725749969482
81,14994,54581,1,136,111,Insane,727d48697f724cc6a8ba92a33727a78b,4,9,9,5,0,301,238,4,2010-04-15 20:29:33,2010-05-22 13:09:27,2010-05-22 13:07:24,07th Expansion,rog-limitation,AngelHoney,104401,220,Umineko no Naku Koro ni,AHO,2,5,213,9.26123,0,0,569819,84860,870,2.4061880111694336,2.8382606506347656,5.460484981536865
82,28751,116129,1,133,112,Easy,25b5cb1e5c03ce2cb37fa7385d09c4ab,3,1,2,1,0,11,57,6,2011-04-12 06:32:53,2012-04-22 17:43:17,2012-04-22 17:38:26,07th Expansion,rog-unlimitation,AngelHoney,104401,220,Umineko no Naku Koro ni,xaki lepidopodus lepidon,2,5,537,9.34108,0,0,65794,26338,289,0.8891138434410095,0.585774302482605,1.6265578269958496
83,28751,116130,1,136,123,Normal,43edfbc393958035ce45f8d3905315a6,3,4,4,4,0,48,82,5,2011-04-12 06:32:53,2012-04-22 17:43:17,2012-04-22 17:38:26,07th Expansion,rog-unlimitation,AngelHoney,104401,220,Umineko no Naku Koro ni,xaki lepidopodus lepidon,2,5,537,9.34108,0,0,81098,27808,369,1.2055052518844604,1.008217692375183,2.3123667240142822
84,28751,109644,1,136,121,Hard,1df8afb681a3da8774d4e891f607bfb6,4,5,7,4,0,73,179,4,2011-04-12 06:32:53,2012-04-22 17:43:17,2012-04-22 17:38:26,07th Expansion,rog-unlimitation,AngelHoney,104401,220,Umineko no Naku Koro ni,xaki lepidopodus lepidon,2,5,537,9.34108,0,0,199025,40923,542,1.8889864683151245,1.4203726053237915,3.543665885925293
85,28751,95733,1,136,123,Insane,cefef0f8bcd6cddce6fbdac38f6736fb,4,5,9,4,0,170,217,4,2011-04-12 06:32:53,2012-04-22 17:43:17,2012-04-22 17:38:26,07th Expansion,rog-unlimitation,AngelHoney,104401,220,Umineko no Naku Koro ni,xaki lepidopodus lepidon,2,5,537,9.34108,0,0,698952,195959,649,2.3371264934539795,1.9008874893188477,4.4561333656311035
86,28751,116128,1,136,121,AngelHoney,7979904eb459f01f1f29108bb2b7fd2e,3,7,10,7,0,412,195,2,2011-04-12 06:32:53,2012-04-22 17:43:17,2012-04-22 17:38:26,07th Expansion,rog-unlimitation,AngelHoney,104401,220,Umineko no Naku Koro ni,xaki lepidopodus lepidon,2,5,537,9.34108,0,0,1710926,154666,850,2.73097562789917,3.3239946365356445,6.351479530334473
87,8555,35862,1,138,74,Kirby's Easy,d0843228639aa172eae72b6ac52a0d1c,3,3,3,2,0,62,28,2,2009-08-09 16:56:37,2010-02-01 13:30:52,2010-02-01 13:22:38,07th Expansion,Rougoku,tieff,89619,140,Umineko no Naku Koro ni,starrodkirby86 kirby,2,5,95,8.95428,0,0,46371,23750,188,0.8511846661567688,0.8610672950744629,1.717193365097046
88,8555,35032,1,192,128,Normal,20112df330d887eb585ab05c0785e434,4,3,3,3,0,120,145,1,2009-08-09 16:56:37,2010-02-01 13:30:52,2010-02-01 13:22:38,07th Expansion,Rougoku,tieff,89619,140,Umineko no Naku Koro ni,starrodkirby86 kirby,2,5,95,8.95428,0,0,107735,27989,591,1.0841172933578491,1.159430742263794,2.28120493888855
89,8555,35031,1,192,129,Insane,fd73b506071b438aa54d07d3a3fc0f77,4,7,7,7,0,409,124,2,2009-08-09 16:56:37,2010-02-01 13:30:52,2010-02-01 13:22:38,07th Expansion,Rougoku,tieff,89619,140,Umineko no Naku Koro ni,starrodkirby86 kirby,2,5,95,8.95428,0,0,185137,14133,760,2.0602645874023438,2.1428847312927246,4.24445915222168
90,28793,95989,1,114,106,Easy~!,accf74db3e623c1208ae9fc659928f47,3,1,2,1,0,34,63,0,2011-04-13 11:32:06,2011-05-03 18:37:01,2011-05-03 14:52:03,07th Expansion,Sakutarou's Adventure,Lanttu,57448,120,Umineko no Naku Koro ni,dai sakutaro,2,5,99,9.43086,0,0,40350,17360,285,0.7745698690414429,0.7022886276245117,1.512999176979065
91,28793,95909,1,114,106,Normal~!,da65cf1d1caa367f3435ef04344d6f34,3,3,4,3,0,51,86,0,2011-04-13 11:32:06,2011-05-03 18:37:01,2011-05-03 14:52:03,07th Expansion,Sakutarou's Adventure,Lanttu,57448,120,Umineko no Naku Koro ni,dai sakutaro,2,5,99,9.43086,0,0,36993,17252,351,0.8666766881942749,0.8635918498039246,1.7318109273910522
92,28793,95864,1,114,105,Uryuu~!,1cd5ba69ab8158f7dc2d522e30c7f072,4,6,6,6,0,174,83,0,2011-04-13 11:32:06,2011-05-03 18:37:01,2011-05-03 14:52:03,07th Expansion,Sakutarou's Adventure,Lanttu,57448,120,Umineko no Naku Koro ni,dai sakutaro,2,5,99,9.43086,0,0,94971,26779,426,1.3031229972839355,1.4443092346191406,2.8180253505706787
93,26617,89619,1,174,139,Easy,843a7d6f78ad10a15fffe31f49e5e151,3,3,3,3,0,91,58,1,2011-02-23 10:58:00,2011-03-18 08:39:14,2011-03-18 07:59:22,07th Expansion,System0,Reiji-RJ,305389,138,Umineko no Naku Koro ni,ch1ka,2,5,78,9.40333,0,0,21190,9910,295,0.7438378930091858,0.7293429374694824,1.4804282188415527
94,26617,89618,1,171,149,Ch1ka's Normal,eed3d96d3e70c7c4bac4a9d7bbfe03b8,4,5,5,4,0,170,76,5,2011-02-23 10:58:00,2011-03-18 08:39:14,2011-03-18 07:59:22,07th Expansion,System0,Reiji-RJ,305389,138,Umineko no Naku Koro ni,ch1ka,2,5,78,9.40333,0,0,37427,16876,367,1.0563722848892212,1.074845552444458,2.1404545307159424
95,26617,89620,1,175,140,Hard,0b1cc3df4bb051df339f4083a8ffc4b9,4,7,8,7,0,350,110,2,2011-02-23 10:58:00,2011-03-18 08:39:14,2011-03-18 07:59:22,07th Expansion,System0,Reiji-RJ,305389,138,Umineko no Naku Koro ni,ch1ka,2,5,78,9.40333,0,0,129680,28931,599,1.8102632761001587,1.9045970439910889,3.7620272636413574
96,27146,92475,1,230,183,Normal,f4c02e754f586ef1051144331083259c,3,3,3,3,0,89,125,8,2011-03-07 18:34:07,2011-03-28 17:19:37,2011-03-25 20:20:23,07th Expansion,the executioner,Natteke,157177,134,Umineko no Naku Koro ni Chiru,zts,2,5,196,9.52379,0,0,86573,31775,520,1.0698899030685425,0.869204044342041,2.0394368171691895
97,27146,91198,1,231,183,Hard,cc6364bd87e9cad69236bbcef3ef122a,4,7,8,7,0,299,236,2,2011-03-07 18:34:07,2011-03-28 17:19:37,2011-03-25 20:20:23,07th Expansion,the executioner,Natteke,157177,134,Umineko no Naku Koro ni Chiru,zts,2,5,196,9.52379,0,0,271983,50376,814,1.8940898180007935,1.8025609254837036,3.742415189743042
98,57032,172168,1,176,139,Easy,9dd3b4b016a0f193bd625a9b1a4fa8ae,3,1,3,1,0,84,69,3,2012-08-13 10:40:22,2012-12-04 01:34:53,2012-12-04 01:02:55,07th Expansion,worldenddominator,Natteke,157177,142,Umineko no Naku Koro ni,zts rue la cataline lc,2,5,117,9.38004,0,0,21028,10785,297,0.8266167640686035,0.7991606593132019,1.6395055055618286
99,57032,172564,1,175,149,Rue's Normal,0fba4533b061353c6f5445b700e1123e,3,4,5,3,0,54,179,4,2012-08-13 10:40:22,2012-12-04 01:34:53,2012-12-04 01:02:55,07th Expansion,worldenddominator,Natteke,157177,142,Umineko no Naku Koro ni,zts rue la cataline lc,2,5,117,9.38004,0,0,46589,15724,458,1.2042129039764404,1.1658841371536255,2.389261484146118
100,57032,172161,1,239,217,Hard,58926c0a5482a798a7ab162d6fef0e0f,4,7,8,7,0,374,290,1,2012-08-13 10:40:22,2012-12-04 01:34:53,2012-12-04 01:02:55,07th Expansion,worldenddominator,Natteke,157177,142,Umineko no Naku Koro ni,zts rue la cataline lc,2,5,117,9.38004,0,0,73228,9735,999,2.070359706878662,1.862839937210083,4.036959648132324
101,57032,176342,1,239,215,La Cataline,a5647c38979c30fa9c40964e343a6530,4,7,8,7,0,485,291,0,2012-08-13 10:40:22,2012-12-04 01:34:53,2012-12-04 01:02:55,07th Expansion,worldenddominator,Natteke,157177,142,Umineko no Naku Koro ni,zts rue la cataline lc,2,5,117,9.38004,0,0,95329,10128,1115,2.074052572250366,1.9717607498168945,4.096959114074707
102,14546,53307,1,119,66,Easy,dae5ec015cb87af96b0cd193dc52cb5c,3,4,4,3,0,28,54,2,2010-04-02 19:27:01,2010-04-08 07:55:20,2010-04-08 07:53:57,07th Expansion,Worldenddominator,tieff,89619,142,Umineko no Naku Koro ni,visual novel then they cry,2,5,186,9.33582,0,0,94880,43046,169,1.0440092086791992,0.8805315494537354,2.006279706954956
103,14546,53763,1,121,107,Normal+,39d1207e117f70233e9c2dafa6cf0880,4,6,6,5,0,76,151,1,2010-04-02 19:27:01,2010-04-08 07:55:20,2010-04-08 07:53:57,07th Expansion,Worldenddominator,tieff,89619,142,Umineko no Naku Koro ni,visual novel then they cry,2,5,186,9.33582,0,0,202379,59472,398,1.446090579032898,1.3947235345840454,2.866497755050659
104,14546,53182,1,176,141,Hard,78bd15f1b113bff5c53929ba97e35104,4,8,8,7,0,240,155,2,2010-04-02 19:27:01,2010-04-08 07:55:20,2010-04-08 07:53:57,07th Expansion,Worldenddominator,tieff,89619,142,Umineko no Naku Koro ni,visual novel then they cry,2,5,186,9.33582,0,0,266584,47640,582,1.9341351985931396,1.7944612503051758,3.798433542251587
105,812792,1729492,1,227,191,Normal,87cb752cd2973a0fed6af873fa53dfb6,3.5,4,5,4,0,144,160,2,2018-07-12 05:52:15,2018-12-16 17:40:03,2018-12-14 00:58:14,-45,Midorigo Queen Bee,PandaHero,1233255,153,うみねこのなく頃に散,mirash eijikuinbii 07th expansion umineko no naku koro ni chiru when they cry ep6 visual novel infant quimby quinby d'va dva yoshikawa45,2,5,97,9.29469,0,0,7983,3195,541,1.0129231214523315,0.9647459983825684,2.0017576217651367
106,812792,1728024,1,228,191,Hard,5356a9ae76b239157e3f230113773e8e,4,6,7.5,5,0,258,279,2,2018-07-12 05:52:15,2018-12-16 17:40:03,2018-12-14 00:58:14,-45,Midorigo Queen Bee,PandaHero,1233255,153,うみねこのなく頃に散,mirash eijikuinbii 07th expansion umineko no naku koro ni chiru when they cry ep6 visual novel infant quimby quinby d'va dva yoshikawa45,2,5,97,9.29469,0,0,12267,2952,894,1.819266676902771,1.7545675039291382,3.6061837673187256
107,812792,1716393,1,253,229,Mirash's Insane,7096c6119a1fecc679ffa9b98a5ff8e5,4,7,8,5,0,653,241,0,2018-07-12 05:52:15,2018-12-16 17:40:03,2018-12-14 00:58:14,-45,Midorigo Queen Bee,PandaHero,1233255,153,うみねこのなく頃に散,mirash eijikuinbii 07th expansion umineko no naku koro ni chiru when they cry ep6 visual novel infant quimby quinby d'va dva yoshikawa45,2,5,97,9.29469,0,0,19170,1656,1229,2.018139123916626,2.289607048034668,4.443480014801025
108,812792,1728260,1,253,229,Another,628bad9ef3b802a2901a64ba07c1e655,4,8,9,7,0,664,271,4,2018-07-12 05:52:15,2018-12-16 17:40:03,2018-12-14 00:58:14,-45,Midorigo Queen Bee,PandaHero,1233255,153,うみねこのなく頃に散,mirash eijikuinbii 07th expansion umineko no naku koro ni chiru when they cry ep6 visual novel infant quimby quinby d'va dva yoshikawa45,2,5,97,9.29469,0,0,19170,1863,1301,2.4540185928344727,2.502897024154663,4.981354713439941
109,812792,1791372,1,250,226,EijiKuinbii's Expert,76c16fc88811874c99d86591c9ebbc2d,5,9,9.2,6,0,857,383,8,2018-07-12 05:52:15,2018-12-16 17:40:03,2018-12-14 00:58:14,-45,Midorigo Queen Bee,PandaHero,1233255,153,うみねこのなく頃に散,mirash eijikuinbii 07th expansion umineko no naku koro ni chiru when they cry ep6 visual novel infant quimby quinby d'va dva yoshikawa45,2,5,97,9.29469,0,0,28314,1476,1660,2.8412890434265137,3.0060184001922607,5.929671764373779
110,886627,1853547,1,265,254,Accusation,9e3dc7e3a76859dad1a4298f3a32c5bf,4,8,9,6,0,918,276,2,2018-11-30 09:55:01,2019-01-27 03:20:05,2019-01-15 03:51:58,-45,Shoujo-tachi no Majogari,Dada,9119507,165,うみねこのなく頃に散,shoujotachi the girls' witch hunt umineko no naku koro ni chiru when the seagulls cry they visual novel 07th expansion ryukishi07 erika furudo featherine augustus aurora chapter 5 end of the golden witch 8 twilight amrita c76 akito yoshikawa yoshikawa-45 video game electronic instrumental,2,5,88,9.65969,0,0,72099,8460,1525,2.5208005905151367,2.5887017250061035,5.1434526443481445
111,845441,1768374,1,286,271,Forgery,55a9dddacc50d476b0166825eff3d987,4,8,8,6,0,1143,190,1,2018-09-08 01:31:12,2018-11-13 22:40:03,2018-11-06 17:13:16,-45,Yomitsu Hirasaka CORRUPTION,Dada,9119507,135,うみねこのなく頃に散,sparhten umineko no naku koro ni chiru visual novel 07th expansion ryukishi07 akito yoshikawa yoshikawa-45 black battler chapter 7 tea party rokkenjima massacre amrita c76 yomotsu,2,5,41,9.6,0,0,34740,1683,1699,2.1919777393341064,2.1950700283050537,4.388593673706055
112,8101,34468,1,89,86,Easy,977be141573bcfe2bcce61a7f824a4e4,3,3,3,3,0,81,50,1,2009-07-16 18:40:33,2009-08-19 09:57:46,2009-08-10 13:11:06,Akiko Shikata,Katayoku no Tori,tieff,89619,220,Umineko no Naku Koro ni,,3,3,198,9.08955,0,0,204661,88930,236,0.79062420129776,0.8163540363311768,1.6198431253433228
113,8101,34606,1,89,87,Normal,b4ea385d710a904ac633b66a28e7a8ce,4,5,5,5,0,61,91,1,2009-07-16 18:40:33,2009-08-19 09:57:46,2009-08-10 13:11:06,Akiko Shikata,Katayoku no Tori,tieff,89619,220,Umineko no Naku Koro ni,,3,3,198,9.08955,0,0,202361,73488,289,0.9774366021156311,0.9265546798706055,1.9294322729110718
114,8101,33694,1,90,87,Hard,c788d968b1843bea3cf0adc0e8096e8c,5,7,7,7,0,168,60,2,2009-07-16 18:40:33,2009-08-19 09:57:46,2009-08-10 13:11:06,Akiko Shikata,Katayoku no Tori,tieff,89619,220,Umineko no Naku Koro ni,,3,3,198,9.08955,0,0,175742,28934,326,1.9559646844863892,1.4780069589614868,3.672950506210327
115,8101,34487,1,89,88,Oru's Insane,fe9c75c64b3f592abd91aabbd2fa2e9f,5,8,8,7,0,248,39,0,2009-07-16 18:40:33,2009-08-19 09:57:46,2009-08-10 13:11:06,Akiko Shikata,Katayoku no Tori,tieff,89619,220,Umineko no Naku Koro ni,,3,3,198,9.08955,0,0,109035,22131,407,2.0396454334259033,1.6132557392120361,3.866095781326294
116,12868,47962,1,74,50,Easy,92e744cc79a54c4390227de0ef7d4019,4,1,1,1,0,33,32,1,2010-02-07 04:38:58,2010-02-07 21:03:24,2010-02-07 20:41:34,Akiko Shikata,One-Sided Love,tieff,89619,97,Umineko no Naku Koro ni,visual novel katakoi,2,3,108,9.26353,0,0,74040,33108,204,0.950131893157959,0.874512791633606,1.8624542951583862
117,12868,47964,1,144,113,Normal+,c5e9e67b5119a6d21545634bf64fd15a,4,5,5,4,0,102,80,2,2010-02-07 04:38:58,2010-02-07 21:03:24,2010-02-07 20:41:34,Akiko Shikata,One-Sided Love,tieff,89619,97,Umineko no Naku Koro ni,visual novel katakoi,2,3,108,9.26353,0,0,88813,24666,511,1.0708447694778442,1.0767005681991577,2.150473117828369
118,12868,47963,1,205,167,Hard,deb829274238519de417ca121f9c47ab,5,7,7,5,0,257,125,2,2010-02-07 04:38:58,2010-02-07 21:03:24,2010-02-07 20:41:34,Akiko Shikata,One-Sided Love,tieff,89619,97,Umineko no Naku Koro ni,visual novel katakoi,2,3,108,9.26353,0,0,111187,24680,774,1.5314897298812866,1.4753385782241821,3.0349040031433105
119,148579,384314,1,293,279,Calm,156e005ce29635ecb0ca2e2584dd16cf,3,2,2,2,0,71,102,6,2014-02-08 01:30:03,2014-08-04 18:42:14,2014-07-28 01:21:25,Akiko Shikata,Ricordando Il Passato,Alarido,1948827,76.5,うみねこのなく頃に,umineko no naku koro ni beatrice the golden witch battler ushiromiya everlasting love conturbated romance beatoriche 07th expansion graveyard italian jaqueline neri,2,11,165,9.41056,0,0,16638,9038,498,0.66423100233078,0.5341132283210754,1.263403058052063
120,148579,376539,1,293,279,Normal,1bb5478246c5f921aad720d4cb84ab59,3,4,4,4,0,133,178,8,2014-02-08 01:30:03,2014-08-04 18:42:14,2014-07-28 01:21:25,Akiko Shikata,Ricordando Il Passato,Alarido,1948827,76.5,うみねこのなく頃に,umineko no naku koro ni beatrice the golden witch battler ushiromiya everlasting love conturbated romance beatoriche 07th expansion graveyard italian jaqueline neri,2,11,165,9.41056,0,0,18409,9467,606,0.8373397588729858,0.7763782739639282,1.6441987752914429
121,148579,367327,1,293,278,Intense,14d53fa09182a231c761a7b49594b93f,4.2,6,7,6,0,315,219,8,2014-02-08 01:30:03,2014-08-04 18:42:14,2014-07-28 01:21:25,Akiko Shikata,Ricordando Il Passato,Alarido,1948827,76.5,うみねこのなく頃に,umineko no naku koro ni beatrice the golden witch battler ushiromiya everlasting love conturbated romance beatoriche 07th expansion graveyard italian jaqueline neri,2,11,165,9.41056,0,0,57664,16423,800,1.606656789779663,1.455203652381897,3.137587070465088
122,15706,56812,1,85,71,Normal,fbbe9690152281a5e2f3ac80b4e7bf41,3,3,3,2,0,56,34,1,2010-05-10 01:20:26,2010-11-14 16:41:19,2010-10-21 10:42:46,Akiko Shikata,Umineko no Naku Koro ni,Soaprman,5402,73.3533,,07th expansion when they cry seagull i don't know what uu- means,2,3,112,8.94567,0,0,96797,46977,205,0.857567310333252,0.874772846698761,1.7409429550170898
123,15706,56736,1,85,71,Hard,5e500932b7562a7f4fa51cf186b18920,4,5,5,4,0,107,31,1,2010-05-10 01:20:26,2010-11-14 16:41:19,2010-10-21 10:42:46,Akiko Shikata,Umineko no Naku Koro ni,Soaprman,5402,73.3533,,07th expansion when they cry seagull i don't know what uu- means,2,3,112,8.94567,0,0,112865,44736,222,1.2474348545074463,1.3285150527954102,2.616489887237549
124,15706,69186,1,85,70,Insane,048823d47c87327d2d9bacda170e4a74,4,8,8,7,0,166,26,1,2010-05-10 01:20:26,2010-11-14 16:41:19,2010-10-21 10:42:46,Akiko Shikata,Umineko no Naku Koro ni,Soaprman,5402,73.3533,,07th expansion when they cry seagull i don't know what uu- means,2,3,112,8.94567,0,0,130104,29599,254,1.8290584087371826,1.5608891248703003,3.5240321159362793
125,21079,78190,1,80,78,Easy,9f121c22d4a6d0b223d0e89bd6095458,4,2,2,4,0,37,43,4,2010-10-04 07:17:11,2010-12-19 03:53:49,2010-12-04 05:00:53,Akiko Shikata,Umineko no Naku Koro ni ~Rengoku~,qinche,219282,220,Umineko no Naku Koro ni,ep1 ep2 beatrice 07th expansion harmonia ice coffee angelhoney ignorethis AHO,3,1,140,9.23766,0,0,61049,32930,178,0.7737321257591248,0.7171080112457275,1.519152283668518
126,21079,73442,1,95,95,Coffee,62bb84a8a07b8d3896762452c8f2961f,4,3,6,3,0,102,69,5,2010-10-04 07:17:11,2010-12-19 03:53:49,2010-12-04 05:00:53,Akiko Shikata,Umineko no Naku Koro ni ~Rengoku~,qinche,219282,220,Umineko no Naku Koro ni,ep1 ep2 beatrice 07th expansion harmonia ice coffee angelhoney ignorethis AHO,3,1,140,9.23766,0,0,97795,42932,308,1.1203352212905884,1.2627729177474976,2.454326868057251
127,21079,78980,1,196,179,Ignore this,d1efeee9e1391363f38bb49c38c11bf2,4,2,5,4,0,213,153,8,2010-10-04 07:17:11,2010-12-19 03:53:49,2010-12-04 05:00:53,Akiko Shikata,Umineko no Naku Koro ni ~Rengoku~,qinche,219282,220,Umineko no Naku Koro ni,ep1 ep2 beatrice 07th expansion harmonia ice coffee angelhoney ignorethis AHO,3,1,140,9.23766,0,0,85025,32897,555,1.4511698484420776,1.384108304977417,2.8688089847564697
128,21079,78981,1,196,195,Insane,5402317e50d0f41540bd452ab1a01d9a,4,5,8,5,0,475,142,8,2010-10-04 07:17:11,2010-12-19 03:53:49,2010-12-04 05:00:53,Akiko Shikata,Umineko no Naku Koro ni ~Rengoku~,qinche,219282,220,Umineko no Naku Koro ni,ep1 ep2 beatrice 07th expansion harmonia ice coffee angelhoney ignorethis AHO,3,1,140,9.23766,0,0,106409,21008,817,2.0714547634124756,1.888584852218628,4.051474571228027
129,21079,77996,1,196,195,AHO,8355d27f343bb07fb7a1fed3e38dd6ba,4,6,8,4,0,316,280,2,2010-10-04 07:17:11,2010-12-19 03:53:49,2010-12-04 05:00:53,Akiko Shikata,Umineko no Naku Koro ni ~Rengoku~,qinche,219282,220,Umineko no Naku Koro ni,ep1 ep2 beatrice 07th expansion harmonia ice coffee angelhoney ignorethis AHO,3,1,140,9.23766,0,0,112986,19394,919,2.425881862640381,2.0156917572021484,4.646668910980225
130,30231,172755,1,174,165,B-Easy,98c237382b57ec7c7e2ca57a678e6265,4,2,4,2,0,61,120,1,2011-05-13 12:17:40,2012-09-06 13:41:57,2012-09-05 15:07:20,Ayakura Mei,Revive,Reiji-RJ,305389,175,Umineko no Naku Koro ni,masayoshi minoshima haruka rokkenjima in love icebeam,2,3,120,9.40288,0,0,21472,10864,460,0.93245929479599,0.7496371865272522,1.7735074758529663
131,30231,153707,1,174,165,Normal,db0cb641a2f456b414536a6256bab925,4,3,5,3,0,149,145,0,2011-05-13 12:17:40,2012-09-06 13:41:57,2012-09-05 15:07:20,Ayakura Mei,Revive,Reiji-RJ,305389,175,Umineko no Naku Koro ni,masayoshi minoshima haruka rokkenjima in love icebeam,2,3,120,9.40288,0,0,48666,21722,516,1.1632574796676636,1.1315654516220093,2.3106689453125
132,30231,99926,1,174,173,Collab,a53969963a20debc294e8cb406da2846,4,7,8,7,0,268,230,0,2011-05-13 12:17:40,2012-09-06 13:41:57,2012-09-05 15:07:20,Ayakura Mei,Revive,Reiji-RJ,305389,175,Umineko no Naku Koro ni,masayoshi minoshima haruka rokkenjima in love icebeam,2,3,120,9.40288,0,0,122262,29975,745,2.2390551567077637,1.868371844291687,4.292768955230713
133,10456,40721,1,103,100,Red Truth,042a567d244f5b8b57d9affc92efb093,3,3,3,3,0,116,45,3,2009-11-08 08:03:53,2009-12-04 18:01:38,2009-12-04 17:57:37,Ayumu,Witch of Occultics,Azure_Kyte,66296,145,Umineko no Naku Koro ni Chiru,visual novel opening when they cry 4 game zwei seagulls,3,3,54,8.79196,0,0,39806,16392,226,0.9281612634658813,1.001085877418518,1.9657094478607178
134,10456,40719,1,103,100,Blue Truth,72c7fa2ad114cc3ebcb5a832af3964af,4,5,5,5,0,145,77,1,2009-11-08 08:03:53,2009-12-04 18:01:38,2009-12-04 17:57:37,Ayumu,Witch of Occultics,Azure_Kyte,66296,145,Umineko no Naku Koro ni Chiru,visual novel opening when they cry 4 game zwei seagulls,3,3,54,8.79196,0,0,69863,19082,304,1.3033288717269897,1.341280460357666,2.6635851860046387
135,10456,40720,1,103,100,Golden Truth,df0e3ddfb7657d09ccc73a68c3d676e9,5,6,6,7,0,300,60,1,2009-11-08 08:03:53,2009-12-04 18:01:38,2009-12-04 17:57:37,Ayumu,Witch of Occultics,Azure_Kyte,66296,145,Umineko no Naku Koro ni Chiru,visual novel opening when they cry 4 game zwei seagulls,3,3,54,8.79196,0,0,45580,4935,424,2.046793222427368,1.8791756629943848,4.009777545928955
136,188621,449542,1,101,101,Desperate's Easy,a9d541b74103c3dd2dd73e3e73421f62,3,2,3,2,0,12,85,1,2014-06-29 14:48:09,2014-09-29 01:02:09,2014-09-22 00:41:44,dai,kururi,Yuzu-,3003978,90,うみねこのなく頃に,07th expansion umineko no naku koro ni beatrice visual novel when they cry -bakari- desperate-kun,2,5,105,9.35672,0,0,12429,7311,281,0.8360337018966675,0.6587682962417603,1.5834347009658813
137,188621,449543,1,101,101,Normal,046da9e5c981240566299ea9e8bce1e8,3,4,5,3,0,50,87,1,2014-06-29 14:48:09,2014-09-29 01:02:09,2014-09-22 00:41:44,dai,kururi,Yuzu-,3003978,90,うみねこのなく頃に,07th expansion umineko no naku koro ni beatrice visual novel when they cry -bakari- desperate-kun,2,5,105,9.35672,0,0,19925,10960,296,1.0056281089782715,0.9295069575309753,1.9731956720352173
138,188621,449540,1,101,101,Music Box,0b844d42907ccf6914a23f2d746e9631,4,6,7.5,5,0,108,107,1,2014-06-29 14:48:09,2014-09-29 01:02:09,2014-09-22 00:41:44,dai,kururi,Yuzu-,3003978,90,うみねこのなく頃に,07th expansion umineko no naku koro ni beatrice visual novel when they cry -bakari- desperate-kun,2,5,105,9.35672,0,0,60780,26001,335,1.446946144104004,1.3017996549606323,2.821319103240967
139,15799,57954,1,162,132,Easy,c7e104972fe4fde5ae9ebc8077f0bdbd,4,3,3,2,0,62,55,1,2010-05-13 10:36:47,2010-06-12 17:31:41,2010-06-02 02:01:20,Dai/Haduki Nano,Umarete Kitekurete Arigatou,Tonoko,128799,91,Umineko no Naku Koro ni,07th expansion,3,3,50,9.03986,0,0,24596,11046,226,0.8073952198028564,0.6313463449478149,1.526766061782837
140,15799,57955,1,162,132,Hard,19db574ede6e249037a91646d5a06956,5,5,5,6,0,158,95,1,2010-05-13 10:36:47,2010-06-12 17:31:41,2010-06-02 02:01:20,Dai/Haduki Nano,Umarete Kitekurete Arigatou,Tonoko,128799,91,Umineko no Naku Koro ni,07th expansion,3,3,50,9.03986,0,0,45045,7640,360,1.5012537240982056,1.2913000583648682,2.8975305557250977
141,147430,567969,1,251,229,Normal,539640b56159861cf6870bd965d22dd8,3.3,4,4.5,3,0,78,227,0,2014-02-02 22:38:10,2015-04-19 00:00:14,2015-04-10 23:28:28,iojjj,Akui to Ai no Sukima no Puzzle,Okoratu,1623405,100,うみねこのなく頃に,diabolic theater esper gakuen sumii umineko no naku koro ni ushiromiya maria midori akuma gekijou えすぱー学園 すみー 右代宮真里亞 緑 悪魔の劇場 07th expansion when they cry,2,3,1109,9.45084,0,0,184494,89361,682,1.075170636177063,0.9042295813560486,2.064870834350586
